#ZVView-data-copy:  30-May-2023 22:21:15
#=======================================
#
#name:   47-AG-107(N,G)47-AG-108-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  4
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         33.1        1.655  # 1988,F.De Corte+         ## 23488044  #dY:5.0%   
         0.024            0          1.1        0.187  # 1951,V.Hummel+           ## 11010011  #dY:17.0%  
         0.024            0         0.93         0.18  # 1957,R.L.Macklin+        ## 11399029  #dY:19.4%  
         0.024            0         0.84         0.09  # 1965,A.K.Chaubey+        ## 30063003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
#
#name:   47-AG-107(N,G)47-AG-108,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  83
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
    0.00334524    0.0273553 
    0.00334582     0.026565 
     0.0033464    0.0259197 
    0.00334699    0.0254005 
    0.00334757     0.024994 
    0.00334844    0.0245759 
    0.00334932    0.0243718 
    0.00334976     0.024347 
    0.00335055    0.0244343 
     0.0033512    0.0246358 
    0.00335185    0.0249608 
    0.00335251    0.0254189 
    0.00335316    0.0260226 
    0.00335381     0.026789 
    0.00335446    0.0277399 
    0.00335495    0.0285912 
    0.00335554    0.0298173 
    0.00335598    0.0308558 
    0.00335641    0.0320368 
    0.00335685    0.0333805 
    0.00335728    0.0349118 
    0.00335771    0.0366603 
    0.00335815    0.0386626 
    0.00335847    0.0403576 
    0.00335875    0.0419148 
    0.00335907    0.0439803 
     0.0033594    0.0462907 
    0.00335972    0.0488841 
    0.00336005    0.0518069 
    0.00336037    0.0551159 
    0.00336062    0.0578928 
    0.00336086    0.0609622 
    0.00336111    0.0643673 
     0.0033613    0.0672808 
    0.00336151    0.0709349 
    0.00336173     0.074985 
    0.00336195    0.0794942 
    0.00336216    0.0845409 
    0.00336238    0.0902249 
    0.00336254    0.0949827 
    0.00336271     0.100241 
    0.00336287     0.106091 
      0.003363     0.111501 
    0.00336313     0.116862 
    0.00336325      0.12277 
    0.00336337     0.129328 
    0.00336349     0.136664 
    0.00336361     0.144939 
    0.00336374     0.154362 
    0.00336382     0.161411 
     0.0033639     0.169181 
    0.00336398     0.177788 
    0.00336406     0.187361 
    0.00336414     0.198058 
    0.00336423     0.210057 
    0.00336431     0.224778 
    0.00336437     0.235732 
    0.00336443      0.24772 
    0.00336449     0.260862 
    0.00336455     0.275288 
    0.00336461      0.29114 
    0.00336467     0.308578 
    0.00336472     0.327778 
    0.00336478     0.348932 
    0.00336484     0.372249 
     0.0033649     0.397955 
    0.00336496     0.426304 
    0.00336502     0.457566 
    0.00336508     0.492031 
    0.00336514     0.530015 
    0.00336519     0.566826 
    0.00336523      0.60149 
    0.00336528     0.638801 
    0.00336532     0.678942 
    0.00336537     0.722109 
    0.00336541     0.768503 
    0.00336546     0.818328 
     0.0033655     0.871804 
    0.00336555     0.929163 
     0.0033656     0.990639 
    0.00336564      1.05647 
    0.00336569       1.1269 
    0.00336573      1.20219 
    0.00336578       1.2826 
    0.00336582       1.3684 
    0.00336587      1.45986 
    0.00336593      1.59793 
    0.00336599      1.74282 
    0.00336605      1.89988 
    0.00336611      2.06987 
    0.00336617      2.25338 
    0.00336624       2.4511 
     0.0033663      2.66365 
    0.00336636      2.89164 
    0.00336642      3.13557 
    0.00336648      3.39597 
    0.00336654       3.6732 
     0.0033666      3.95656 
    0.00336669      4.41208 
    0.00336678      4.90452 
    0.00336686       5.4341 
    0.00336695      6.00008 
    0.00336704       6.5825 
    0.00336714      7.35402 
    0.00336725      8.17052 
    0.00336738      9.24535 
    0.00336758      10.9214 
    0.00336792      13.8472 
    0.00336808      15.1428 
    0.00336818      15.8597 
    0.00336831      16.8072 
    0.00336842      17.4693 
    0.00336853       18.038 
    0.00336865      18.5811 
    0.00336877      18.9375 
    0.00336889      19.1579 
      0.003369      19.2268 
    0.00336909      19.1838 
     0.0033692      19.0153 
    0.00336931       18.718 
    0.00336939      18.3972 
     0.0033695      17.9184 
    0.00336963      17.1952 
    0.00336974      16.4541 
    0.00336987      15.5273 
    0.00337002      14.3208 
     0.0033702      12.7929 
    0.00337055      9.80485 
     0.0033707      8.52002 
    0.00337084      7.50205 
    0.00337094      6.73504 
    0.00337105      6.01498 
    0.00337113      5.47369 
    0.00337122      4.90243 
    0.00337129      4.54537 
    0.00337135      4.20747 
    0.00337141      3.88848 
    0.00337148       3.5883 
    0.00337154      3.30652 
     0.0033716      3.04278 
    0.00337167      2.80494 
    0.00337173      2.58291 
    0.00337179      2.37606 
    0.00337185      2.18381 
    0.00337191      2.00549 
    0.00337197      1.84047 
    0.00337203      1.68806 
    0.00337209      1.54762 
    0.00337215      1.41839 
    0.00337221      1.29978 
    0.00337226      1.22625 
    0.00337231      1.14205 
    0.00337235      1.06381 
     0.0033724     0.991149 
    0.00337245     0.923771 
     0.0033725     0.861323 
    0.00337255     0.803521 
     0.0033726      0.75005 
    0.00337265     0.700641 
     0.0033727     0.654993 
    0.00337275     0.612872 
     0.0033728     0.574016 
    0.00337285     0.538202 
     0.0033729     0.505191 
    0.00337295      0.47479 
      0.003373     0.446791 
    0.00337305     0.421016 
    0.00337311     0.391139 
    0.00337318     0.364252 
    0.00337324     0.340043 
     0.0033733     0.318243 
    0.00337337     0.298592 
    0.00337343     0.280869 
    0.00337349     0.264864 
    0.00337356     0.250395 
    0.00337362      0.23729 
    0.00337368     0.225405 
    0.00337375     0.214603 
    0.00337381     0.204767 
    0.00337391     0.191591 
      0.003374     0.180041 
    0.00337406     0.173115 
    0.00337415     0.164993 
    0.00337423     0.157645 
    0.00337435      0.14785 
    0.00337447     0.139279 
    0.00337459     0.131709 
    0.00337472     0.124964 
    0.00337484     0.118906 
    0.00337496     0.113428 
    0.00337512     0.106877 
    0.00337529     0.101048 
    0.00337547    0.0950013 
    0.00337564    0.0903625 
     0.0033758    0.0861536 
    0.00337602    0.0811162 
    0.00337623    0.0766437 
    0.00337645    0.0726556 
    0.00337667    0.0690884 
    0.00337689    0.0658905 
    0.00337718    0.0621252 
    0.00337739     0.059627 
    0.00337768    0.0566957 
    0.00337798    0.0541774 
    0.00337827    0.0520381 
    0.00337856    0.0502583 
    0.00337885    0.0488368 
    0.00337907    0.0480195 
    0.00337928     0.047443 
    0.00337948    0.0471708 
    0.00337958    0.0471376 
    0.00337972    0.0472466 
    0.00337987     0.047589 
    0.00338002    0.0482302 
    0.00338012    0.0488672 
    0.00338021    0.0497111 
    0.00338032    0.0508735 
    0.00338042    0.0523744 
     0.0033805    0.0537667 
    0.00338057    0.0554278 
    0.00338065    0.0574006 
    0.00338073    0.0597336 
    0.00338081    0.0624828 
    0.00338089    0.0657106 
    0.00338096    0.0694885 
    0.00338101    0.0723513 
    0.00338107    0.0755198 
    0.00338112     0.079022 
    0.00338117     0.082887 
    0.00338122    0.0871467 
    0.00338127    0.0918351 
    0.00338132    0.0969882 
    0.00338138     0.102644 
    0.00338143     0.108841 
    0.00338148     0.115624 
    0.00338153     0.123036 
    0.00338158     0.131124 
    0.00338163     0.139935 
    0.00338169     0.149519 
    0.00338174     0.159929 
    0.00338179     0.171218 
    0.00338184     0.183438 
    0.00338189     0.197011 
    0.00338195     0.212078 
      0.003382     0.228372 
    0.00338206     0.245959 
    0.00338211     0.264907 
    0.00338217     0.285281 
    0.00338222     0.307146 
    0.00338227     0.330564 
    0.00338233     0.355598 
    0.00338238     0.382305 
    0.00338244     0.410735 
    0.00338249     0.440938 
    0.00338255     0.472957 
    0.00338263     0.524466 
    0.00338271     0.580241 
    0.00338277      0.62592 
    0.00338284      0.68062 
    0.00338291     0.738541 
    0.00338298     0.799631 
    0.00338309     0.897006 
     0.0033832      1.00086 
     0.0033833      1.11051 
    0.00338345       1.2749 
    0.00338371      1.56214 
    0.00338392      1.80671 
    0.00338409       1.9975 
    0.00338424      2.14031 
    0.00338436      2.24492 
    0.00338446      2.32665 
    0.00338455      2.38633 
    0.00338464      2.44027 
    0.00338476      2.48803 
    0.00338486      2.51691 
    0.00338497      2.53023 
      0.003385      2.53085 
    0.00338511      2.52148 
    0.00338523      2.49178 
    0.00338533      2.45254 
    0.00338541       2.4098 
    0.00338552      2.33693 
    0.00338563      2.25673 
    0.00338575      2.14949 
    0.00338589      2.00528 
    0.00338607      1.81423 
     0.0033865      1.31852 
    0.00338665      1.16029 
    0.00338677      1.02542 
    0.00338687     0.927541 
    0.00338697     0.834985 
    0.00338707     0.748186 
    0.00338717      0.66741 
    0.00338723      0.61699 
    0.00338732     0.554055 
     0.0033874     0.499488 
    0.00338748     0.449157 
    0.00338753     0.417892 
    0.00338759     0.388426 
    0.00338764     0.360703 
     0.0033877      0.33468 
    0.00338775      0.31029 
    0.00338781     0.287485 
    0.00338786     0.266198 
    0.00338792     0.246371 
    0.00338797     0.227929 
    0.00338802     0.210815 
    0.00338808     0.194956 
    0.00338813      0.18029 
    0.00338818     0.169366 
    0.00338822      0.15913 
    0.00338826     0.149546 
    0.00338831     0.140584 
    0.00338835     0.132208 
    0.00338839     0.124392 
    0.00338844     0.117101 
    0.00338848     0.110311 
    0.00338852     0.103987 
    0.00338857     0.098107 
    0.00338861    0.0926418 
    0.00338866    0.0875681 
     0.0033887    0.0828589 
    0.00338874    0.0784933 
    0.00338879    0.0744477 
    0.00338885     0.068934 
    0.00338892     0.064027 
    0.00338898    0.0596642 
    0.00338905    0.0557896 
    0.00338911    0.0523506 
    0.00338918    0.0493007 
    0.00338924    0.0465951 
    0.00338931    0.0441965 
    0.00338937     0.042069 
    0.00338944    0.0401816 
     0.0033895    0.0385055 
    0.00338959    0.0365568 
    0.00338966    0.0352812 
    0.00338975    0.0336211 
    0.00338985    0.0322169 
    0.00338995    0.0310228 
    0.00339005    0.0300015 
    0.00339018    0.0288559 
    0.00339031    0.0279064 
    0.00339044    0.0271096 
    0.00339064    0.0261325 
    0.00339083    0.0253517 
    0.00339103    0.0247181 
    0.00339122    0.0242004 
    0.00339148    0.0236579 
    0.00339175    0.0232523 
    0.00339203    0.0229881 
    0.00339231    0.0228907 
    0.00339251    0.0229506 
    0.00339272    0.0231611 
    0.00339289    0.0234851 
      0.003393    0.0238021 
    0.00339312    0.0242225 
    0.00339323     0.024772 
    0.00339334    0.0254828 
    0.00339343    0.0261459 
    0.00339351    0.0269432 
     0.0033936    0.0278991 
    0.00339368    0.0290418 
    0.00339377    0.0304044 
    0.00339385    0.0320244 
    0.00339391    0.0332689 
    0.00339396    0.0346613 
    0.00339402    0.0362174 
    0.00339408    0.0379537 
    0.00339413    0.0398892 
    0.00339419    0.0420428 
    0.00339425    0.0444362 
     0.0033943    0.0470912 
    0.00339436    0.0500331 
    0.00339442    0.0532863 
    0.00339447    0.0568789 
    0.00339453    0.0608384 
    0.00339458    0.0647429 
    0.00339463    0.0689914 
    0.00339468     0.073609 
    0.00339473    0.0786193 
    0.00339478    0.0840492 
    0.00339483    0.0899232 
    0.00339488    0.0962692 
    0.00339494     0.103111 
    0.00339499     0.110481 
    0.00339504     0.118402 
    0.00339509     0.126904 
    0.00339514     0.136012 
    0.00339519     0.145757 
    0.00339524      0.15616 
    0.00339531     0.171102 
    0.00339538     0.187321 
    0.00339544      0.20487 
    0.00339551     0.223794 
    0.00339558     0.244135 
    0.00339566     0.269703 
    0.00339573     0.293219 
    0.00339579     0.318218 
    0.00339588      0.35387 
    0.00339597     0.392127 
    0.00339607     0.432917 
    0.00339616     0.476102 
    0.00339625     0.521507 
    0.00339638     0.593247 
    0.00339656      0.69403 
    0.00339693     0.903104 
    0.00339706     0.974021 
    0.00339722      1.05485 
    0.00339734      1.10884 
    0.00339744      1.15074 
    0.00339756      1.19001 
    0.00339765      1.21521 
    0.00339776      1.23784 
    0.00339787      1.25335 
    0.00339798      1.25906 
      0.003398      1.25924 
    0.00339811      1.25478 
    0.00339821      1.24247 
    0.00339831      1.22528 
    0.00339839      1.20541 
    0.00339849       1.1735 
    0.00339862      1.12505 
    0.00339874      1.07232 
    0.00339889      1.00056 
    0.00339907     0.903473 
    0.00339952     0.649122 
    0.00339965      0.57476 
    0.00339979     0.504122 
    0.00339989     0.454167 
    0.00339999     0.407136 
    0.00340007     0.372722 
    0.00340016     0.335805 
    0.00340023     0.309843 
     0.0034003     0.285373 
    0.00340036     0.262385 
    0.00340043     0.240867 
     0.0034005     0.220793 
    0.00340057     0.202132 
    0.00340064     0.184834 
     0.0034007      0.16886 
    0.00340077     0.154149 
    0.00340084     0.140648 
    0.00340091     0.128292 
    0.00340097     0.117022 
    0.00340104     0.106771 
    0.00340109     0.100473 
    0.00340113     0.094579 
    0.00340118    0.0890711 
    0.00340122     0.083931 
    0.00340127    0.0791401 
    0.00340131    0.0746798 
    0.00340136    0.0705324 
     0.0034014    0.0666809 
    0.00340145    0.0631085 
    0.00340149    0.0597983 
    0.00340154    0.0567348 
    0.00340158    0.0539031 
    0.00340163    0.0512888 
     0.0034017    0.0477442 
    0.00340177    0.0446123 
    0.00340183    0.0418526 
     0.0034019    0.0394255 
    0.00340197    0.0372972 
    0.00340204    0.0354349 
     0.0034021    0.0338095 
    0.00340217     0.032394 
    0.00340224    0.0311646 
    0.00340231    0.0300994 
    0.00340238    0.0291794 
    0.00340247    0.0281483 
    0.00340256    0.0273085 
    0.00340265    0.0266293 
    0.00340274    0.0260852 
    0.00340287    0.0254758 
    0.00340299    0.0251168 
    0.00340313    0.0248328 
    0.00340327    0.0246802 
     0.0034034    0.0246328 
    0.00340361      0.02472 
    0.00340382    0.0249637 
    0.00340403     0.025344 
    0.00340424    0.0258544 
    0.00340445    0.0264988 
    0.00340465     0.027291 
    0.00340486    0.0282557 
    0.00340507    0.0294337 
    0.00340524    0.0306067 
    0.00340539    0.0318551 
    0.00340555    0.0333517 
    0.00340565    0.0345254 
    0.00340575    0.0358748 
    0.00340585    0.0374388 
    0.00340595    0.0392657 
    0.00340603    0.0408447 
    0.00340611    0.0426357 
    0.00340618     0.044675 
    0.00340626    0.0470042 
    0.00340633    0.0496727 
    0.00340641    0.0527367 
    0.00340646    0.0550312 
    0.00340651    0.0575524 
    0.00340656    0.0603236 
    0.00340661    0.0633721 
    0.00340667    0.0667253 
    0.00340672    0.0704152 
    0.00340677    0.0744746 
    0.00340682    0.0788263 
    0.00340687    0.0836007 
    0.00340692    0.0888393 
    0.00340697    0.0945838 
    0.00340702     0.100882 
    0.00340706     0.107782 
    0.00340711     0.115338 
    0.00340716     0.123603 
    0.00340721     0.132643 
    0.00340726     0.142516 
    0.00340731     0.153292 
    0.00340736     0.165042 
    0.00340741     0.177843 
    0.00340746      0.19177 
    0.00340751     0.206909 
    0.00340756     0.223339 
    0.00340761     0.241163 
    0.00340766     0.260462 
